ID,group,Age,Sex,ethnicity,occupation,income,education,envAttitude_pre,envSelfEfficacy_pre,envMotivation_pre,envAttitude_post,envSelfEfficacy_post,envMotivation_post,nudge_acceptance_post,nudge_reactance_post,nudge_fatigue_post,eco_choices_day1,eco_choices_day2,eco_choices_day3,eco_choices_day4,eco_choices_day5,eco_choices_day6,eco_choices_day7,eco_choices_day8,eco_choices_day9,eco_choices_day10,eco_choices_day11,eco_choices_day12,eco_choices_day13,eco_choices_day14,daily_donation_cents_day1,daily_donation_cents_day2,daily_donation_cents_day3,daily_donation_cents_day4,daily_donation_cents_day5,daily_donation_cents_day6,daily_donation_cents_day7,daily_donation_cents_day8,daily_donation_cents_day9,daily_donation_cents_day10,daily_donation_cents_day11,daily_donation_cents_day12,daily_donation_cents_day13,daily_donation_cents_day14,n_trials_day1,n_trials_day2,n_trials_day3,n_trials_day4,n_trials_day5,n_trials_day6,n_trials_day7,n_trials_day8,n_trials_day9,n_trials_day10,n_trials_day11,n_trials_day12,n_trials_day13,n_trials_day14,eco_share_day1,eco_share_day2,eco_share_day3,eco_share_day4,eco_share_day5,eco_share_day6,eco_share_day7,eco_share_day8,eco_share_day9,eco_share_day10,eco_share_day11,eco_share_day12,eco_share_day13,eco_share_day14,information_nudge_rt_ms_day1,information_nudge_rt_ms_day2,information_nudge_rt_ms_day3,information_nudge_rt_ms_day4,information_nudge_rt_ms_day5,information_nudge_rt_ms_day6,information_nudge_rt_ms_day7,information_nudge_rt_ms_day8,information_nudge_rt_ms_day9,information_nudge_rt_ms_day10,information_nudge_rt_ms_day11,information_nudge_rt_ms_day12,information_nudge_rt_ms_day13,information_nudge_rt_ms_day14,assistant_commitment_rt_ms_day1,assistant_commitment_rt_ms_day2,assistant_commitment_rt_ms_day3,assistant_commitment_rt_ms_day4,assistant_commitment_rt_ms_day5,assistant_commitment_rt_ms_day6,assistant_commitment_rt_ms_day7,assistant_commitment_rt_ms_day8,assistant_commitment_rt_ms_day9,assistant_commitment_rt_ms_day10,assistant_commitment_rt_ms_day11,assistant_commitment_rt_ms_day12,assistant_commitment_rt_ms_day13,assistant_commitment_rt_ms_day14
iFSYOWXl,assistant_low,37,Male,Asian,Private sector,"10,001-20,000",Master,3.6,4,3.5,3.4,4,4,5,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oPpKDxRB,structure_medium,25,Male,Asian,Self-employed/Freelancer,"20,001-30,000",Bachelor,3.467,5,3,3.2,5,0,3,4,1,0,2,0,3,2,3,3,3,3,3,3,3,3,3,0,3,0,6,6,8,11,9,12,10,11,7,13,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.666666666666667,0,1,0.666666666666667,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pTNOfSGY,structure_low,38,Male,Asian,Self-employed/Freelancer,"10,001-20,000",Bachelor,3.667,3,0,3.53333333333333,3,1,5,5,3,3,3,1,3,1,3,0,3,2,3,1,1,0,3,2,2,0,3,0,3,0,3,3,3,1,3,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0.333333333333333,1,0.333333333333333,1,0,1,0.666666666666667,1,0.333333333333333,0.333333333333333,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NDgeAmfO,structure_high,23,Male,Asian,Self-employed/Freelancer,"20,001-30,000",Bachelor,3.533,4,0,3.93333333333333,4,-4,3,3,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bULOpykS,assistant_low,18,Male,Asian,Student,"10,001-20,000",Senior high,3.333,4,2.5,3.4,4,1.5,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
iRyHONjG,information_high,21,Male,Asian,Self-employed/Freelancer,"10,001-20,000",Senior high,4.733,5,8,4.6,4,3,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,1336,2820,3546,1039,234,537,523,861,638,350,534,3210,439,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fPmovzxy,information_high,24,Male,Asian,Self-employed/Freelancer,"10,001-20,000",Bachelor,2.867,4,9,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13354,NA,5659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zJosubKK,control,30,Male,Asian,Self-employed/Freelancer,"<10,000",Bachelor,3.067,4,3,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,NA,0,0,0,0,0,0,2,0,2,0,0,0,0,NA,0,0,0,0,0,0,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dYZMfinD,assistant_medium,31,Male,Asian,Self-employed/Freelancer,"<10,000",Bachelor,2.867,5,10.5,NA,NA,NA,NA,NA,NA,3,1,3,0,3,1,3,0,3,0,3,1,3,NA,3,1,6,0,6,0,4,0,4,0,5,0,4,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,0.333333333333333,1,0,1,0.333333333333333,1,0,1,0,1,0.333333333333333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20491,NA,NA,24407,NA,NA,2094,NA,NA,3389,NA,NA,4996,NA
sxDPdxOI,control,25,Female,Asian,Self-employed/Freelancer,"<10,000",Bachelor,3.8,3,1,3.73333333333333,4,1,NA,NA,NA,2,1,2,1,3,0,2,2,3,2,2,0,1,0,3,5,7,3,9,0,9,6,9,7,9,0,4,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,1,0,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kfDtfLVu,assistant_low,21,Male,Asian,Student,"30,001-40,000",Senior high,2.733,4,2,2.53333333333333,4,1,4,5,5,2,3,3,2,3,2,3,2,3,3,0,2,2,3,6,9,10,9,9,9,7,10,11,9,0,9,11,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,1,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,1,0,0.666666666666667,0.666666666666667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PwVphXfc,information_medium,24,Male,White,Self-employed/Freelancer,"<10,000",Senior high,2.4,3,3.5,3.2,4,6.5,4,2,2,0,3,0,2,0,3,0,3,0,3,0,3,0,2,0,11,0,11,0,9,0,12,0,10,0,12,0,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,0.666666666666667,0,1,0,1,0,1,0,1,0,0.666666666666667,15429,NA,NA,3489,NA,NA,5872,NA,NA,1679,NA,NA,23045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AysvSPUR,assistant_high,28,Male,White,Self-employed/Freelancer,">60,000",Bachelor,2.667,4,1.5,NA,NA,NA,NA,NA,NA,1,2,1,NA,0,2,1,2,1,3,1,3,0,3,1,5,1,NA,0,5,1,8,2,7,0,10,0,6,3,3,3,NA,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0.666666666666667,0.333333333333333,NA,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,1,0.333333333333333,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12649,10281,5447,NA,3005,3239,1363,2512,2327,1233,6680,3183,5119,3915
XUoPyHbA,structure_medium,36,Female,Black,Other,"10,001-20,000",Master,3.6,5,10,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bNnWQNLI,information_high,48,Male,White,Private sector,">60,000",Master,2.6,4,0.5,3.6,4,9,3,3,3,0,0,2,1,0,1,0,3,0,0,0,0,0,1,0,0,1,3,0,0,0,9,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0,1,0,0,0,0,0,0.333333333333333,44587,18190,3262,3730,2870,3488,3612,2845,2721,2738,3007,3251,2545,2654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JKWCIHJP,assistant_medium,46,Female,White,Self-employed/Freelancer,"20,001-30,000",Senior high,4,4,6.5,NA,NA,NA,NA,NA,NA,1,NA,0,1,0,1,0,1,NA,1,0,1,1,0,1,NA,0,3,0,2,0,2,NA,3,0,2,1,0,3,NA,3,3,3,3,3,3,NA,3,3,3,3,3,0.333333333333333,NA,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,NA,0.333333333333333,0,0.333333333333333,0.333333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5968,NA,NA,2268,NA,NA,4491,NA,NA,4414,NA,NA,2131,NA
OOToOTIw,assistant_medium,26,Male,Mixed,Government/Public sector,"10,001-20,000",Bachelor,3.067,4,-2.5,3.6,4,8.5,5,4,3,0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15556,NA,NA,7659,NA,NA,3779,NA,NA,4938,NA,NA,1842,NA
ZLRAOGbZ,assistant_low,38,Male,White,Private sector,">60,000",Master,3.667,4,6,NA,NA,NA,NA,NA,NA,2,3,2,3,2,3,3,2,2,3,2,NA,2,3,9,4,10,5,10,6,11,8,11,7,10,NA,11,9,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,1,0.666666666666667,0.666666666666667,1,0.666666666666667,NA,0.666666666666667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eeFoesuC,structure_high,37,Male,White,Private sector,"40,001-60,000",Master,3.2,4,2,NA,NA,NA,NA,NA,NA,1,1,0,2,0,1,1,3,1,1,1,2,1,NA,0,0,0,6,0,0,0,8,0,3,0,0,1,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,0.333333333333333,0.333333333333333,0,0.666666666666667,0,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ooDAIRzV,assistant_low,32,Female,White,Private sector,"30,001-40,000",Master,3.933,4,0,3.73333333333333,4,1.5,3,4,5,2,3,3,3,3,1,2,0,3,1,0,0,1,2,6,2,7,3,9,1,9,0,10,4,0,0,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,1,1,1,1,0.333333333333333,0.666666666666667,0,1,0.333333333333333,0,0,0.333333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yzjOEUjw,control,21,Male,White,Student,"<10,000",Senior high,4.067,3,7,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,0,1,2,0,0,1,NA,1,2,3,2,3,3,NA,0,1,8,0,0,3,NA,5,5,3,3,3,3,NA,3,3,3,3,3,3,NA,3,3,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,NA,0,0.333333333333333,0.666666666666667,0,0,0.333333333333333,NA,0.333333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LzzzxEtz,structure_medium,32,Female,Black,Private sector,"20,001-30,000",Bachelor,3.467,4,4,3.53333333333333,4,4,6,4,1,1,0,0,0,0,0,0,0,2,3,0,3,3,3,0,0,0,0,0,0,0,0,1,3,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0,0,0,0,0,0,0,0.666666666666667,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NDfkKNdZ,assistant_medium,30,Male,Black,Government/Public sector,">60,000",Master,3.2,5,8.5,2.8,5,6,7,2,2,1,3,1,2,2,0,3,0,3,1,3,0,2,0,1,1,1,3,0,0,2,0,2,0,2,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,1,0.333333333333333,0.666666666666667,0.666666666666667,0,1,0,1,0.333333333333333,1,0,0.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19611,NA,NA,3545,NA,NA,47795,NA,NA,4395,NA,NA,1683,NA
SxIPYcDr,assistant_low,35,Female,White,Self-employed/Freelancer,NA,Master,3.8,4,6,3.8,4,6,4,2,1,2,2,0,3,3,2,1,3,1,3,2,2,3,2,2,2,0,0,3,1,2,2,3,6,3,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,0.666666666666667,0,1,1,0.666666666666667,0.333333333333333,1,0.333333333333333,1,0.666666666666667,0.666666666666667,1,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sZKCkept,assistant_medium,46,Female,White,Private sector,">60,000",Senior high,3.733,4,1,NA,NA,NA,NA,NA,NA,1,2,1,1,1,0,3,1,2,1,3,2,NA,NA,0,1,1,4,1,0,4,2,6,2,6,7,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,1,0.333333333333333,0.666666666666667,0.333333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22437,NA,NA,27312,NA,NA,5914,NA,NA,3352,NA,NA,NA,NA
HHeFJsYR,information_medium,32,Female,White,Student,"<10,000",Senior high,3.067,4,2,3.73333333333333,4,3.5,5,2,2,0,0,0,0,1,2,3,3,3,3,3,2,3,3,0,0,0,0,1,4,5,6,8,6,3,6,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0.333333333333333,0.666666666666667,1,1,1,1,1,0.666666666666667,1,1,15637,NA,NA,2594,NA,NA,10964,NA,NA,1438,NA,NA,1624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MKaIlgRH,information_low,40,Female,White,Private sector,"10,001-20,000",Bachelor,3.667,4,3.5,3.53333333333333,5,10,5,3,5,2,1,0,0,0,3,0,2,0,1,0,2,0,0,3,1,0,0,0,7,0,7,0,3,0,6,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,0.333333333333333,0,0,0,1,0,0.666666666666667,0,0.333333333333333,0,0.666666666666667,0,0,43404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jwlhxmyI,structure_medium,47,Male,White,Private sector,"40,001-60,000",Senior high,3.533,4,1,NA,NA,NA,NA,NA,NA,1,2,2,3,NA,0,0,NA,0,1,0,NA,0,2,0,2,5,2,NA,0,0,NA,0,2,0,NA,0,4,3,3,3,3,NA,3,3,NA,3,3,3,NA,3,3,0.333333333333333,0.666666666666667,0.666666666666667,1,NA,0,0,NA,0,0.333333333333333,0,NA,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zgzZqArY,assistant_medium,36,Male,White,Other,"<10,000",Senior high,2.2,3,3,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2571,NA,NA,209189,NA,NA,7344,NA,NA,8562,NA,NA,5935,NA
QRxAIHtL,structure_high,29,Male,Black,Private sector,"30,001-40,000",Bachelor,3.533,5,3.5,NA,NA,NA,NA,NA,NA,0,0,0,1,2,NA,0,0,1,0,0,NA,1,NA,0,0,0,0,2,NA,0,0,0,0,0,NA,0,NA,3,3,3,3,3,NA,3,3,3,3,3,NA,3,NA,0,0,0,0.333333333333333,0.666666666666667,NA,0,0,0.333333333333333,0,0,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hjXEUZpK,structure_medium,37,Male,White,Private sector,"<10,000",Junior high,2.733,4,6,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2,0,0,0,0,3,3,0,3,0,0,NA,NA,0,1,0,0,0,0,3,4,0,5,0,3,NA,NA,3,3,3,3,3,3,3,3,3,3,3,0,NA,NA,0,0.666666666666667,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JHBfePby,assistant_high,42,Male,White,Private sector,"30,001-40,000",Master,4.2,4,2,4.46666666666667,5,0.5,5,3,4,2,1,0,0,1,1,0,0,2,2,0,1,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0.666666666666667,0,0.333333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7311,18192,3409,9170,3397,3101,2999,3501,3682,3258,3374,3208,3649,3151
NORTFWfm,information_medium,33,Male,White,Self-employed/Freelancer,"20,001-30,000",Bachelor,3.4,4,2.5,NA,NA,NA,NA,NA,NA,3,2,3,3,2,0,1,3,3,2,NA,2,0,3,3,5,5,8,4,0,4,8,6,6,NA,4,0,6,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,1,0.666666666666667,1,1,0.666666666666667,0,0.333333333333333,1,1,0.666666666666667,NA,0.666666666666667,0,1,15616,NA,NA,1782,NA,NA,1624,NA,NA,995,NA,NA,2316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEkFYtcD,structure_high,49,Female,White,Government/Public sector,"20,001-30,000",Master,3.4,4,5,NA,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,NA,0.333333333333333,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RntNPnvW,information_medium,33,Female,Mixed,Private sector,"40,001-60,000",Bachelor,3.4,4,4,NA,NA,NA,NA,NA,NA,2,3,0,3,NA,3,0,3,2,3,NA,3,0,3,2,3,0,9,NA,9,0,7,4,7,NA,3,0,6,3,3,3,3,NA,3,3,3,3,3,NA,3,3,3,0.666666666666667,1,0,1,NA,1,0,1,0.666666666666667,1,NA,1,0,1,5876,NA,NA,2310,NA,NA,2086,NA,NA,1654,NA,NA,2151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lgyJhmxK,information_low,48,Male,White,Self-employed/Freelancer,"10,001-20,000",Senior high,3.667,4,5,4,5,6.5,4,1,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,5,7,4,10,6,10,6,10,6,10,5,10,6,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,16934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FpRUGneR,control,23,Female,White,Other,"10,001-20,000",Senior high,4.4,5,5,NA,NA,NA,NA,NA,NA,2,3,NA,3,3,3,NA,3,3,3,2,2,2,2,10,9,NA,7,11,7,NA,12,13,9,10,10,10,8,3,3,NA,3,3,3,NA,3,3,3,3,3,3,3,0.666666666666667,1,NA,1,1,1,NA,1,1,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeuAMXRc,assistant_high,27,Female,White,Government/Public sector,"40,001-60,000",College diploma,3.8,4,4,NA,NA,NA,NA,NA,NA,2,2,2,1,NA,2,2,2,2,NA,1,2,2,NA,2,3,1,2,NA,6,1,6,1,NA,1,4,2,NA,3,3,3,3,NA,3,3,3,3,NA,3,3,3,NA,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,NA,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,NA,0.333333333333333,0.666666666666667,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16589,2752,2107,2439,NA,1837,2430,1724,2016,NA,1433,1622,3626,NA
BjqawKvq,structure_low,32,Male,White,Other,"10,001-20,000",College diploma,4.067,4,2,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,3,3,3,3,NA,NA,3,3,3,3,3,NA,NA,3,0.333333333333333,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mRTtGSdV,structure_high,27,Male,Asian,Private sector,">60,000",Bachelor,3.333,4,4.5,NA,NA,NA,NA,NA,NA,3,2,3,3,3,NA,3,3,3,NA,3,3,3,3,6,9,8,11,8,NA,6,10,8,NA,7,10,6,12,3,3,3,3,3,NA,3,3,3,NA,3,3,3,3,1,0.666666666666667,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HQGYfUZr,assistant_high,54,Male,Asian,Self-employed/Freelancer,"40,001-60,000",Master,3.4,4,1,3.93333333333333,3,0.5,7,5,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,3,0,0,2,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7417,4523,4377,4520,4868,3233,2712,3517,3641,4212,3590,3330,4631,4457
MLAGyWCN,information_medium,46,Female,Asian,Self-employed/Freelancer,"40,001-60,000",Bachelor,3.4,3,1.5,3.33333333333333,3,4.5,5,5,5,3,0,1,0,1,0,1,0,1,1,2,0,2,0,2,0,1,0,2,0,2,0,2,1,5,0,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.666666666666667,0,0.666666666666667,0,928,NA,NA,21943,NA,NA,6372,NA,NA,10822,NA,NA,12452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PeeghVoi,assistant_high,26,Female,Black,Private sector,"20,001-30,000",Bachelor,3.2,4,4,3.06666666666667,5,8,6,5,2,1,1,2,3,3,1,2,3,3,2,3,2,2,3,0,0,1,0,1,0,0,0,0,1,0,1,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0.333333333333333,0.666666666666667,1,1,0.333333333333333,0.666666666666667,1,1,0.666666666666667,1,0.666666666666667,0.666666666666667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18904,6566,3030,2863,9746,1910,1812,3318,1405,1563,4953,6060,1906,6742
