study_id,reference,title,year,intervention_category,intervention_technique,type_experiment,environmental_context,economic_cost,cultural_meaning,behavior_scrutiny,suitable_for_longitudinal,control_group_scenario_prompt,intervention_group_scenario_prompt,response_instruction,response_options,n_study,n_comparison,n_control,n_intervention,binary_outcome,mean_control,sd_control,mean_intervention,sd_intervention,effect_size,effect_label,variance_d,ci_lower,ci_upper,gpt35_llm_mean_control,gpt35_llm_mean_intervention,gpt35_llm_std_control,gpt35_llm_std_intervention,gpt35_llm_effect_size,gpt35_llm_p_value,gpt35_llm_variance_d,gpt35_llm_ci_lower,gpt35_llm_ci_upper,deepseekv3_llm_mean_control,deepseekv3_llm_mean_intervention,deepseekv3_llm_std_control,deepseekv3_llm_std_intervention,deepseekv3_llm_effect_size,deepseekv3_llm_p_value,deepseekv3_llm_variance_d,deepseekv3_llm_ci_lower,deepseekv3_llm_ci_upper,claudehaiku45_llm_mean_control,claudehaiku45_llm_mean_intervention,claudehaiku45_llm_std_control,claudehaiku45_llm_std_intervention,claudehaiku45_llm_effect_size,claudehaiku45_llm_p_value,claudehaiku45_llm_variance_d,claudehaiku45_llm_ci_lower,claudehaiku45_llm_ci_upper,gpt4o_llm_mean_control,gpt4o_llm_mean_intervention,gpt4o_llm_std_control,gpt4o_llm_std_intervention,gpt4o_llm_effect_size,gpt4o_llm_p_value,gpt4o_llm_variance_d,gpt4o_llm_ci_lower,gpt4o_llm_ci_upper,deepseekv4flash_llm_mean_control,deepseekv4flash_llm_mean_intervention,deepseekv4flash_llm_std_control,deepseekv4flash_llm_std_intervention,deepseekv4flash_llm_effect_size,deepseekv4flash_llm_p_value,deepseekv4flash_llm_variance_d,deepseekv4flash_llm_ci_lower,deepseekv4flash_llm_ci_upper,gpt54_llm_mean_control,gpt54_llm_mean_intervention,gpt54_llm_std_control,gpt54_llm_std_intervention,gpt54_llm_effect_size,gpt54_llm_p_value,gpt54_llm_variance_d,gpt54_llm_ci_lower,gpt54_llm_ci_upper
Kuester_2,Kuester et al. (2015),The role of defaults in preventing innovation rejection,2015,structure,default,conventional_lab,Other,medium,low,low,0,You are choosing a battery for a new lamp. The options are a traditional rechargeable battery and a new USB cell that charges through a USB connection. Neither option is preselected.,You are choosing a battery for a new lamp. The lamp comes with a new USB cell that charges through a USB connection. You may switch to a traditional rechargeable battery.,Which battery do you choose for your lamp?,"USB cell (innovation) = 1, Traditional rechargeable battery (status quo) = 0",65,65,34,31,1,0.5,,0.71,,0.4334,1,0.0631,-0.0589373351532456,0.9257373351532456,0.92,1.0,0.2740475156178698,0.0,0.5735131044230966,0.12578642463893994,0.06419996215235767,0.07690308549637032,1.0701231233498227,0.96,0.96,0.19794866372215741,0.19794866372215744,0.0,1.0,0.061669829222011384,-0.48672590791491255,0.48672590791491255,0.6,0.88,0.49487165930539356,0.328260722659316,0.6619551942252229,0.003039201275222257,0.06504048060017871,0.162104888729926,1.1618054997205198,0.92,1.0,0.2740475156178699,0.0,0.5735131044230966,0.12578642463893994,0.06419996215235767,0.07690308549637032,1.0701231233498227,0.2,0.48,0.4040610178208843,0.5046720495044485,0.6034904344392956,0.006063969526134532,0.06447137310247085,0.10583179150545824,1.101149077373133,0.78,0.78,0.4184519575964802,0.4184519575964801,0.0,1.0,0.061669829222011384,-0.48672590791491255,0.48672590791491255
Larrick_1,Larrick & Soll (2008),The MPG illusion,2008,information,translation,artefactual_field,Other,high,medium,medium,1,"A town operates 100 Type A vehicles rated at 15 miles per gallon (MPG) and 100 Type B vehicles rated at 34 MPG. Every vehicle travels 10,000 miles per year. The town can either replace all Type A vehicles with models rated at 19 MPG (Option 1), or replace all Type B vehicles with models rated at 44 MPG (Option 2).","A town operates 100 Type A vehicles that use 6.67 gallons per 100 miles and 100 Type B vehicles that use 2.94 gallons per 100 miles. Every vehicle travels 10,000 miles per year. The town can either replace all Type A vehicles with models that use 5.26 gallons per 100 miles (Option 1), or replace all Type B vehicles with models that use 2.27 gallons per 100 miles (Option 2).",Which replacement option would save more gasoline for the town? Respond with one option only.,Option 1—replace the Type A vehicles (1); Option 2—replace the Type B vehicles (0),171,171,78,93,1,0.25,,0.64,,0.8074,1,0.0255,0.4944188505233898,1.1203811494766105,1.0,1.0,0.0,0.0,0.0,1.0,0.02357320099255583,-0.3009243773522662,0.3009243773522662,0.8,0.98,0.4040610178208843,0.14142135623730948,0.6435011087932851,0.010563656850301813,0.02478400121775521,0.33494524660616076,0.9520569709804095,1.0,1.0,0.0,0.0,0.0,1.0,0.02357320099255583,-0.3009243773522662,0.3009243773522662,0.88,1.0,0.3282607226593161,0.0,0.7074832117793428,0.035258260485873466,0.02503674629942605,0.39735802751754956,1.017608396041136,1.0,1.0,0.0,0.0,0.0,1.0,0.02357320099255583,-0.3009243773522662,0.3009243773522662,1.0,1.0,0.0,0.0,0.0,1.0,0.02357320099255583,-0.3009243773522662,0.3009243773522662
Lofgren_1,Lofgren et al. (2012),Are experienced people affected by a pre-set default option: Results from a field experiment,2012,structure,default,natural_field,Energy conservation,low,high,medium,1,"You are registering for the 16th EAERE conference in Gothenburg. On page 2, the “CO2 compensation for flying” section shows the charge based on origin: €10 for travel within Europe or €40 from outside Europe. The radio button “I do not want to compensate for my CO2 emissions” is selected. You may retain that selection or select the applicable paid-compensation option before submitting the registration.","You are registering for the 16th EAERE conference in Gothenburg. On page 2, the “CO2 compensation for flying” section shows the charge based on origin: €10 for travel within Europe or €40 from outside Europe. Neither radio button is selected. You must select either the applicable paid-compensation option or “I do not want to compensate for my CO2 emissions” before submitting the registration.",Which radio button do you select before submitting the registration?,Applicable €10/€40 CO2-compensation option (1); “I do not want to compensate” (0),240,160,80,80,1,0.393,,0.468,,0.1516,1,0.0251,-0.1589166926260528,0.4621166926260528,0.1,0.46,0.30304576336566297,0.5034574339058886,0.8472096379679533,0.00015296800238179167,0.0272430130333306,0.5237086136740992,1.1707106622618075,0.34,0.48,0.4785181206984064,0.5046720495044484,0.28571881294064116,0.22249311088995272,0.025255110125213157,-0.025755849846079926,0.5971934757273623,0.04,0.5,0.19794866372215741,0.5050762722761054,1.1680804852142352,7.217887641475158e-07,0.029263787562307263,0.832796076304211,1.5033648941242594,0.5,0.4,0.5050762722761054,0.4948716593053935,-0.20135792079033088,0.4213795037428696,0.025126703163328143,-0.512039744368296,0.10932390278763432,0.16,0.24,0.3703280399090204,0.4314191105869001,0.2009116839639764,0.4532547047537363,0.025126142202353877,-0.10976667156348424,0.511590039491437,0.24,0.28,0.4314191105869,0.45355736761107274,0.09125227730012075,0.8196614962832176,0.025026021806601434,-0.2188064787701644,0.4013110333704059
Lofgren_2,Lofgren et al. (2012),Are experienced people affected by a pre-set default option: Results from a field experiment,2012,structure,default,natural_field,Energy conservation,low,high,medium,1,"You are an environmental economist registering online for the 16th EAERE conference in Gothenburg. On page 2, a section labeled “CO2 compensation for flying” shows the charge that applies to your origin: €10 within Europe or €40 outside Europe. The radio button for “I do not want to compensate for my CO2 emissions” is selected. You may keep it selected or select the applicable compensation option; the form requires a choice before registration can be completed.","You are an environmental economist registering online for the 16th EAERE conference in Gothenburg. On page 2, a section labeled “CO2 compensation for flying” shows the charge that applies to your origin: €10 within Europe or €40 outside Europe. The radio button for the applicable compensation option is selected. You may keep it selected or select “I do not want to compensate for my CO2 emissions”; the form requires a choice before registration can be completed.",Which option would you select on the registration form?,Pay the applicable CO2-compensation charge (1); Do not compensate (0),240,160,80,80,1,0.393,,0.432,,0.0792,0,0.025,-0.2306975161522808,0.3890975161522808,0.54,0.58,0.5034574339058886,0.4985693819032897,0.08060507291825147,0.8403422334761572,0.025020303680562992,-0.22941825889750783,0.3906284047340108,0.46,0.64,0.5034574339058886,0.4848732213850611,0.3638796892419869,0.10782192815996855,0.025413776338258892,0.05142813254598916,0.6763312459379847,0.54,1.0,0.5034574339058886,0.0,1.4907107467612375,1.7160105584183417e-07,0.03194443290784202,1.1404062741008083,1.8410152194216667,0.5,0.64,0.5050762722761054,0.4848732213850611,0.2837941092083278,0.22553697794581334,0.025251684676316714,-0.027659429601594065,0.5952476480182497,0.24,0.34,0.4314191105869,0.4785181206984065,0.2211214634013141,0.37803682043607556,0.02515279594242731,-0.08972163180615034,0.5319645586087786,0.28,0.32,0.45355736761107274,0.471212071499161,0.08733077995918337,0.8272593465627115,0.025023833328525875,-0.2227144187900399,0.39737597870840663
Marek_1,Marek (2018),Social learning under the labeling effect: Exploring travellers' behavior in social dilemmas,2018,structure,composition,conventional_lab,Green transportation,medium,high,high,1,"In a commuting-choice experiment, you receive 60 tokens that may be used for public or private transport. A public-transport trip costs 2 tokens and a private-transport trip costs 4 tokens. After the round, you see the choices of other group members and the group's total carbon emissions, which reduce your satisfaction score.","In a commuting-choice experiment, you receive 50 tokens that may be used for either form of transport and 30 additional tokens that may be used only for public transport and expire if unused. A public-transport trip costs 2 tokens and a private-transport trip costs 4 tokens. After the round, you see the choices of other group members and the group's total carbon emissions, which reduce your satisfaction score.",How many times do you want to choose public transportation for this round?,Please output a number (0 to 30).,120,120,60,60,0,10.27667,2.236351,11.76502,2.350689,0.6487,1,0.0351,0.2815008651884324,1.0158991348115678,24.96,27.6,5.3488888794681415,5.368084065158839,0.4926756424658501,0.0155068003318935,0.03434470536949641,0.1294487555400708,0.8559025293916294,17.32,18.6,3.8515303081094547,4.633507068636247,0.3004344159384313,0.13637532633359067,0.03370942015950111,-0.05941742775866565,0.6602862596355282,14.36,15.42,3.0954871694656614,3.1499271128593644,0.33943616347096045,0.09283725892401797,0.03381340378779952,-0.020970271319450284,0.6998425982613712,18.9,20.7,2.3233508524700848,6.547316010303422,0.36641223794845246,0.07181338552903027,0.03389274136715997,0.005583233734016646,0.7272412421628882,22.68,26.44,6.979386558623463,5.768174471589249,0.587271811704311,0.004169171044389091,0.034770367420093595,0.2218009720676935,0.9527426513409285,19.42,23.22,5.1748607395242425,5.470850398396271,0.7136267403616229,0.0005591613282227107,0.03545526301899648,0.3445739895733999,1.0826794911498459
McCaul_1,McCaul & Kopp (1982),Effects of goal setting and commitment on increasing metal recycling,1982,assistance,commitment,framed_field,Energy conservation,medium,high,high,1,You are a college student participating in a class project that asks you to collect aluminum cans for recycling for two weeks. Recycling proceeds will be donated to charity. Your name is not listed in the project’s campus-newspaper notice.,"You are a college student participating in a class project that asks you to collect aluminum cans for recycling for two weeks. Recycling proceeds will be donated to charity. On the participation form, you consent to have your name listed with the project in a campus-newspaper notice.","When the two-week period ends, how many cans did you actually turn in?",Enter a non-negative whole number.,55,55,28,27,0,35.65,27.21,37.85,24.38,0.0851,0,0.0728,-0.4438,0.614,27.36,37.28,20.180572593563387,13.627762779243957,0.5761158000372147,0.005009888502841519,0.07576868106998202,0.03661392957832332,1.115617670496106,117.0,125.9,72.9201408307438,47.36624562375399,0.1447498168710499,0.471228172483812,0.07294180011027004,-0.3845921533437674,0.6740917870858673,26.22,46.56,16.213234704766247,3.11126983722081,1.7423831648683719,8.832706815955437e-12,0.10035040541692933,1.1215031844783656,2.363263145258378,24.06,25.04,11.106920071261328,14.166589035401543,0.07698942830729248,0.7011581803038438,0.07280520795196896,-0.4518566818982769,0.6058355385128619,16.24,21.92,12.286644483058067,16.92219892113701,0.3841160443388881,0.05797105273041533,0.07409264216512779,-0.14938544000184334,0.9176175286796195,8.44,16.12,4.798639262906747,6.106670825534039,1.3984644441177732,4.085961094574318e-10,0.09053043912824668,0.8087450583667909,1.9881838298687553
McCaul_2,McCaul & Kopp (1982),Effects of goal setting and commitment on increasing metal recycling,1982,assistance,commitment,framed_field,Energy conservation,medium,medium,medium,1,You are a college student participating in a class project that asks you to collect aluminum cans for recycling for two weeks. Recycling proceeds will be donated to charity. The instructions do not state a numerical collection standard.,"You are a college student participating in a class project that asks you to collect aluminum cans for recycling for two weeks. Recycling proceeds will be donated to charity. The instructions ask you to use four cans per day as the collection standard; it is a goal, not a required quota.","When the two-week period ends, how many cans did you actually turn in?",Enter a non-negative whole number.,65,65,37,28,0,27.56,26.81,45.57,35.44,0.5846,1,0.0654,0.0835,1.0857,35.46,43.48,11.317694291755398,6.081890146582891,0.8827600547124885,3.348261531160834e-05,0.06873566131205117,0.3689067561501236,1.3966133532748535,147.5,51.96,65.12350903146596,9.950817831223935,-2.0509300898559135,5.0894935692534854e-14,0.09509757607574648,-2.6553417231347636,-1.4465184565770635,46.44,37.9,1.4020393310154626,0.788954358370519,-7.5071835439567955,2.436248401626902e-51,0.49626288783866435,-8.88789837616183,-6.126468711751761,28.54,39.86,13.5800123230385,11.034287933712879,0.914910296933439,1.4543553827216399e-05,0.06918024236773454,0.3993978797587493,1.4304227141081287,17.72,38.42,8.581042227741671,13.02758454908942,1.8765825121791828,9.268171533606291e-15,0.08983025062605685,1.289148082959521,2.4640169413988446,15.74,42.36,4.864741954689303,7.403143292699724,4.2497659303258,1.0936890393340754e-35,0.20166831629945053,3.369595189785616,5.129936670865985
Meng_1,Meng & Trudel (2017),Using emoticons to encourage students to recycle,2017,assistance,reminder,conventional_lab,Recycling or reuse,low,high,high,1,"You test a pair of scissors by cutting a sheet of paper along dotted lines. After completing a survey about the scissors, you leave the laboratory and see two identical hallway bins, one labeled “Trash” and one labeled “Recycling.”","You test a pair of scissors by cutting a sheet of paper along dotted lines. After completing a survey about the scissors, you leave the laboratory and see two hallway bins. The Trash bin has a large red frowning-face sticker; the Recycling bin has a large green smiling-face sticker and the words “Thank you for recycling!” Several sheets of paper are visible in the Recycling bin.",Did you place the paper in the recycling bin or in the trash bin?,"Recycled (1), Trashed (0)",192,192,96,96,1,0.46,,0.62,,0.3225,1,0.0211,0.0377987862395981,0.6072012137604019,0.96,1.0,0.1979486637221575,0.0,0.40271584158066176,0.47505052405395287,0.021255677211093803,0.11696628565382677,0.6884653975074968,0.82,0.98,0.3880879344916035,0.1414213562373095,0.5925039519600137,0.019630657257290702,0.021747554513250607,0.30346704235597566,0.8815408615640518,0.58,1.0,0.4985693819032897,0.0,1.410105673842986,9.094358056229119e-07,0.02601145315469839,1.0940013775099748,1.7262099701759972,0.96,1.0,0.19794866372215744,0.0,0.40271584158066176,0.47505052405395287,0.021255677211093803,0.11696628565382677,0.6884653975074968,0.68,0.9,0.47121207149916117,0.303045763365663,0.5590273245649722,0.014082852322228286,0.021647165493776745,0.27065829913211786,0.8473963499978265,0.92,1.0,0.2740475156178699,0.0,0.5735131044230966,0.12578642463893994,0.021689888752460983,0.28485965395347973,0.8621665548927133
Mertens_1,Mertens et al. (2020),"This way, please: Uncovering the directional effects of attribute translations on decision making",2020,information,translation,artefactual_field,Energy conservation,high,medium,medium,0,"Here are two washing machine options to choose from: Option A is priced at CHF 1,059, consumes 160 kWh of energy and 9,400 liters of water annually, and is ranked among the top 100 popular models. Option B is priced at CHF 669, consumes 220 kWh of energy and 11,200 liters of water annually, and is ranked among the top 50 popular models.	","Here are two washing machine options to choose from: Option A is priced at CHF 1,059, consumes 160 kWh of energy and 9,400 liters of water annually, and is ranked among the top 100 popular models. Option B is priced at CHF 669, consumes 220 kWh of energy and 11,200 liters of water annually, and is ranked among the top 50 popular models. Moreover, Option A has an environmental friendliness rating of five stars, while Option B has a rating of one star.","You want to keep costs low because you are on a tight budget, but you also want to consider the environmental impact of your purchase. Based on the information provided, which washing machine would you choose?","Please select one option and respond with only the corresponding number: output 1 for Option A, output 0 for Option B.",356,193,104,89,1,0.5053667,,0.7558494,,0.5264,1,0.0216,0.2383452994186813,0.8144547005813185,0.08,0.3,0.27404751561786966,0.4629100498862757,0.5857663763043117,0.01080125661591256,0.021740257411483263,0.2967779620079887,0.8747547906006348,0.02,0.24,0.1414213562373095,0.43141911058690013,0.7401512668906247,0.0029441944936099062,0.02227057256762604,0.4476594081461194,1.03264312563513,0.0,0.0,0.0,0.0,0.0,1.0,0.02085133967156439,-0.28301866140701815,0.28301866140701815,0.14,0.44,0.3505098327538656,0.5014265364224069,0.6835124365382419,0.002033349677455065,0.022061674518461916,0.3923955971451413,0.9746292759313425,0.02,0.08,0.14142135623730945,0.2740475156178698,0.28971899521476896,0.3587953578869416,0.02106879328863241,0.0052283946319058305,0.5742095957976321,0.0,0.0,0.0,0.0,0.0,1.0,0.02085133967156439,-0.28301866140701815,0.28301866140701815
Mertens_2,Mertens et al. (2020),"This way, please: Uncovering the directional effects of attribute translations on decision making",2020,information,translation,artefactual_field,Energy conservation,high,medium,medium,0,"Here are two washing machine options to choose from: Option A is priced at CHF 1,059 (12 monthly installments of CHF 88), consumes 160 kWh of energy and 9,400 liters of water annually, and is ranked among the top 100 popular models. Option B is priced at CHF 669 (12 monthly installments of CHF 56), consumes 220 kWh of energy and 11,200 liters of water annually, and is ranked among the top 50 popular models.","Here are two washing machine options to choose from: Option A is priced at CHF 1,059 (12 monthly installments of CHF 88), consumes 160 kWh of energy and 9,400 liters of water annually, and is ranked among the top 100 popular models. Option B is priced at CHF 669 (12 monthly installments of CHF 56), consumes 220 kWh of energy and 11,200 liters of water annually, and is ranked among the top 50 popular models. Moreover, Option A has an environmental friendliness rating of five stars, while Option B has a rating of one star.","You want to keep costs low because you are on a tight budget, but you also want to consider the environmental impact of your purchase. Based on the information provided, which washing machine would you choose?","Please select one option and respond with only the corresponding number: output 1 for Option A, output 0 for Option B.",345,168,79,89,1,0.4976636,,0.7251521,,0.4718,1,0.0246,0.1643916608335494,0.7792083391664506,0.08,0.18,0.27404751561786966,0.3880879344916036,0.30278495674524386,0.23428148788453607,0.024167036267469195,-0.0019061567446385097,0.6074760702351263,0.02,0.18,0.14142135623730942,0.3880879344916036,0.5925039519600128,0.019630657257290702,0.024939007109900782,0.28298469756429373,0.9020232063557319,0.02,0.12,0.1414213562373094,0.32826072265931605,0.4236891025710151,0.11694565074156059,0.024428446165106733,0.11735453058019191,0.7300236745618383,0.18,0.4,0.3880879344916036,0.49487165930539356,0.49314034483622526,0.02753853827649076,0.024617954927213158,0.18561984128793602,0.8006608483845146,0.02,0.1,0.14142135623730942,0.3030457633656632,0.35970699958495655,0.20650729548542135,0.024279269587466793,0.054309202741585516,0.6651047964283276,0.0,0.0,0.0,0.0,0.0,1.0,0.023894182904281042,-0.3029662022089744,0.3029662022089744
Mertens_3,Mertens et al. (2020),"This way, please: Uncovering the directional effects of attribute translations on decision making",2020,information,translation,artefactual_field,Energy conservation,high,medium,medium,0,"Here are two washing machine options to choose from: Option A is priced at CHF 1,059 (12 monthly installments of CHF 88), consumes 160 kWh of energy and 9,400 liters of water annually, and is ranked among the top 100 popular models. Option B is priced at CHF 669 (12 monthly installments of CHF 56), consumes 220 kWh of energy and 11,200 liters of water annually, and is ranked among the top 50 popular models.	","Here are two washing machine options to choose from: Option A is priced at CHF 1,059 (12 monthly installments of CHF 88), consumes 160 kWh of energy and 9,400 liters of water annually, and is ranked among the top 100 popular models. Option B is priced at CHF 669 (12 monthly installments of CHF 56), consumes 220 kWh of energy and 11,200 liters of water annually, and is ranked among the top 50 popular models. Moreover, Option A has estimated operating costs of CHF 1,199.25, while Option B has estimated operating costs of CHF 1,539.00.","You want to keep costs low because you are on a tight budget, but you also want to consider the environmental impact of your purchase. Based on the information provided, which washing machine would you choose?","Please select one option and respond with only the corresponding number: output 1 for Option A, output 0 for Option B.",345,164,79,85,1,0.4976636,,0.6220044,,0.2512,1,0.0246,-0.0562083391664505,0.5586083391664505,0.12,0.34,0.3282607226593161,0.47851812069840644,0.5375836277209237,0.017489974413174604,0.0253040195743371,0.22580750741525624,0.8493597480265912,0.08,0.28,0.2740475156178697,0.45355736761107274,0.5416845489759765,0.019149571500766134,0.02531751345789112,0.22982530926860778,0.8535437886833452,0.0,0.06,0.0,0.23989793748209526,0.4949341263408955,0.24102816726442872,0.02516976235672502,0.18398621169920465,0.8058820409825864,0.3,0.54,0.46291004988627565,0.5034574339058886,0.4916024261011471,0.025833041964485767,0.025159741490663152,0.18071641664480004,0.8024884355574942,0.02,0.06,0.14142135623730948,0.23989793748209526,0.2111400171325677,0.6098340436734595,0.024558848690316222,-0.09601109539595237,0.5182911296610877,0.0,0.0,0.0,0.0,0.0,1.0,0.02442293373045421,-0.30630000686595066,0.30630000686595066
Mertens_4,Mertens et al. (2020),"This way, please: Uncovering the directional effects of attribute translations on decision making",2020,information,translation,artefactual_field,Green transportation,high,medium,medium,0,"You are choosing between two washing machines. Option A: price CHF 1,059; annual energy use 160 kWh; annual water use 9,400 liters; popularity rank within the top 100. Option B: price CHF 669; annual energy use 220 kWh; annual water use 11,200 liters; popularity rank within the top 50.","You are choosing between two washing machines. Option A: price CHF 1,059; annual energy use 160 kWh; annual water use 9,400 liters; popularity rank within the top 100; annual carbon emissions 112 kg. Option B: price CHF 669; annual energy use 220 kWh; annual water use 11,200 liters; popularity rank within the top 50; annual carbon emissions 155 kg.",Which washing machine would you purchase?,Option A (1); Option B (0),356,188,104,84,1,0.5053667,,0.572697,,0.1352,1,0.0216,-0.1528547005813186,0.4232547005813186,0.04,0.22,0.1979486637221575,0.41845195759648035,0.5736946852131728,0.017368902218885884,0.02239548054100248,0.28038373030709085,0.8670056401192547,0.16,0.34,0.37032803990902047,0.4785181206984065,0.4220331473652905,0.06467168750236404,0.02199384858789932,0.13136415407739804,0.712702140653183,0.0,0.0,0.0,0.0,0.0,1.0,0.02152014652014652,-0.2875217499119794,0.2875217499119794,0.08,0.14,0.2740475156178699,0.35050983275386555,0.1934809034387699,0.522691028989605,0.021619707318006845,-0.09470517425684455,0.48166698113438433,0.0,0.08,0.0,0.2740475156178697,0.5735131044230968,0.12578642463893994,0.022394926522659866,0.28020577749574477,0.8668204313504488,0.0,0.0,0.0,0.0,0.0,1.0,0.02152014652014652,-0.2875217499119794,0.2875217499119794
Mertens_5,Mertens et al. (2020),"This way, please: Uncovering the directional effects of attribute translations on decision making",2020,information,translation,artefactual_field,Green transportation,high,medium,medium,0,"Here are two washing machine options to choose from: Option A is priced at CHF 1,059 (12 monthly installments of CHF 88), consumes 160 kWh of energy and 9,400 liters of water annually, and is ranked among the top 100 popular models. Option B is priced at CHF 669 (12 monthly installments of CHF 56), consumes 220 kWh of energy and 11,200 liters of water annually, and is ranked among the top 50 popular models.","Here are two washing machine options to choose from: Option A is priced at CHF 1,059 (12 monthly installments of CHF 88), consumes 160 kWh of energy and 9,400 liters of water annually, and is ranked among the top 100 popular models. Option B is priced at CHF 669 (12 monthly installments of CHF 56), consumes 220 kWh of energy and 11,200 liters of water annually, and is ranked among the top 50 popular models. Moreover, Option A produces 112 kg of carbon emissions annually (low emissions), while Option B produces 155 kg (high emissions).","You want to keep costs low because you are on a tight budget, but you also want to consider the environmental impact of your purchase. Based on the information provided, which washing machine would you choose?","Please select one option and respond with only the corresponding number: output 1 for Option A, output 0 for Option B.",345,171,79,92,1,0.4976636,,0.5621891,,0.1294,1,0.0236,-0.1716953805165089,0.4304953805165089,0.04,0.02,0.1979486637221575,0.14142135623730948,-0.11892173237233378,1.0,0.0235691450492073,-0.41982022048002876,0.1819767557353612,0.0,0.04,0.0,0.19794866372215747,0.4027158415806616,0.47505052405395287,0.024002003735258712,0.09906685185215464,0.7063648313091686,0.0,0.0,0.0,0.0,0.0,1.0,0.02352779306549257,-0.300634409545718,0.300634409545718,0.22,0.38,0.41845195759648024,0.49031435147801455,0.35201994896209887,0.1266304579476171,0.023890126528847186,0.04907946424317139,0.6549604336810264,0.04,0.02,0.1979486637221575,0.14142135623730948,-0.11892173237233378,1.0,0.0235691450492073,-0.41982022048002876,0.1819767557353612,0.0,0.0,0.0,0.0,0.0,1.0,0.02352779306549257,-0.300634409545718,0.300634409545718
Nelson_1,Nelson et al. (2019),Nudging tourists to donate for conservation: Experimental evidence on soliciting voluntary contributions for coastal management,2019,structure,default,framed_field,Environmental donation,low,high,medium,1,"As part of our shared commitment to marine conservation, a small recommended donation of Rp.10,000 (approximately only $0.75 USD) to the Gili Eco Trust Foundation can be included to help protect the reefs and wildlife of Gili Trawangan and offset the environmental impact of your dive. You can check the box if you want to donate.","As part of our shared commitment to marine conservation, a small recommended donation of Rp.10,000 (approximately only $0.75 USD) to the Gili Eco Trust Foundation will be included to help protect the reefs and wildlife of Gili Trawangan and offset the environmental impact of your dive. You may uncheck the box if you prefer not to donate.",Did you make a donation?,"Yes (1), No (0)",275,275,146,129,1,0.48,,0.68,,0.4083,1,0.0149,0.169055906178768,0.647544093821232,0.62,0.8,0.49031435147801455,0.4040610178208844,0.4011352577543208,0.0778939845553572,0.014893815771195865,0.16194081808639368,0.6403296974222479,0.68,0.82,0.47121207149916106,0.3880879344916035,0.3262303721899156,0.16585666034290605,0.014794755336151403,0.08783271409304944,0.5646280302867817,0.68,0.92,0.47121207149916106,0.27404751561786966,0.6290153289351599,0.005959526470109121,0.015320635387599106,0.3864177404303869,0.8716129174399329,0.8,0.88,0.4040610178208844,0.3282607226593161,0.21981200622226948,0.41317615098731264,0.014689102722224654,-0.01773290157491314,0.4573569140194521,0.44,0.54,0.5014265364224069,0.5034574339058886,0.20037546242844706,0.42361807398683415,0.014674253645613663,-0.03704934904677665,0.43780027390367077,0.5,0.6,0.5050762722761054,0.4948716593053935,0.20135792079033066,0.4213795037428696,0.014674971257107466,-0.03607269597812285,0.43878853755878416
Nelson_2,Nelson et al. (2019),Nudging tourists to donate for conservation: Experimental evidence on soliciting voluntary contributions for coastal management,2019,structure,default,framed_field,Environmental donation,low,high,medium,1,"As part of our shared commitment to marine conservation, a small recommended donation of Rp.50,000 (approximately only $3.75 USD) to the Gili Eco Trust Foundation can be included to help protect the reefs and wildlife of Gili Trawangan and offset the environmental impact of your dive. You can check the box if you want to donate.","As part of our shared commitment to marine conservation, a small recommended donation of Rp.50,000 (approximately only $3.75 USD) to the Gili Eco Trust Foundation will be included to help protect the reefs and wildlife of Gili Trawangan and offset the environmental impact of your dive. You may uncheck the box if you prefer not to donate.",Did you make a donation?,"Yes (1), No (0)",264,264,127,137,1,0.19,,0.32,,0.3005,1,0.0153,0.0580658440800469,0.5429341559199531,0.54,0.58,0.5034574339058886,0.49856938190328975,0.08060507291825147,0.8403422334761572,0.015185591081971463,-0.16092095634007364,0.3221311021765766,0.58,0.74,0.49856938190328975,0.4430874976934521,0.3399640594526776,0.13948778425190578,0.015392178930341513,0.09680069559688892,0.5831274233084662,0.54,0.78,0.5034574339058886,0.41845195759648013,0.5143002199674032,0.020227453708576957,0.01567424172302897,0.26891897756158784,0.7596814623732184,0.7,0.74,0.4629100498862757,0.44308749769345207,0.08913786633710008,0.8237552234913887,0.01518833422862861,-0.15240997673796422,0.33068570941216435,0.4,0.64,0.4948716593053936,0.4848732213850611,0.4851520299986587,0.02768211649783557,0.015619067056273854,0.24020304977147705,0.7301010102258403,0.5,0.54,0.5050762722761054,0.5034574339058886,0.08008558003365884,0.8413552991063001,0.015185432980360044,-0.1614391919224773,0.321610351989795
